Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
ORI,Old Republic International Corporation,38.19,USD,0.2625360987135582,88900,0.06935082170192378,9439177520.046993,USD,12.471425772320554,3.0622,USD,19.365401107039833,2.8507619548082,Finance,Buy
WIX,Wix.com Ltd.,168.825,USD,1.4268549113848004,79258,0.14729664985517138,9398179428.589367,USD,72.60353502773836,2.3253,USD,342.57708412637993,0,Technology services,Buy
IPG,"Interpublic Group of Companies, Inc. (The)",25.335,USD,1.4211369095276238,203225,0.04577831263335911,9367228723.892714,USD,19.366304846353767,1.3082,USD,-53.530832622904235,5.2736715940871,Commercial services,Buy
SF,Stifel Financial Corporation,90.71,USD,1.93280143836386,46244,0.06156377636602783,9346129866.037085,USD,17.304133839491808,5.2421,USD,19.241617760793396,1.95144088949399,Finance,Buy
SWK,"Stanley Black & Decker, Inc.",60.19,USD,2.1381299847276396,292321,0.08906775912018955,9312146892.772612,USD,25.564899762147466,2.3544,USD,,5.5442522889115,Consumer durables,Neutral
LKNCY,Luckin Coffee Inc.,32.78,USD,0.21400183430143774,183881,0.10182775619705856,9279311149,USD,21.280186964424825,1.5404,USD,58.52629412370073,0,Consumer non-durables,Strong buy
FRHC,Freedom Holding Corp.,152.955,USD,1.2209648600357348,17456,0.27370926544122604,9272165815.691183,USD,28.62878319950587,5.3427,USD,-0.128981606101389,0,Finance,
X,United States Steel Corporation,40.95,USD,1.0362694300518176,507932,0.11505210270236943,9271863029.067356,USD,139.00203665987783,0.2946,USD,-91.32278872492711,0.473260766682442,Non-energy minerals,Neutral
QGEN,Qiagen N.V.,42.815,USD,0.43396669012431427,384325,0.33676404908286184,9253011230.266243,USD,115.24899057873485,0.3715,USD,-76.3270247881221,0,Health technology,Buy
MUSA,Murphy USA Inc.,466.855,USD,-7.77990676359039,247267,1.20494380401773,9241318003.415632,USD,19.290891210207928,24.2008,USD,-5.178567930257615,0.370068243767533,Retail trade,Buy
TTEK,"Tetra Tech, Inc.",34.455,USD,11.577072538860103,1458833,0.8293923212675248,9235183653.671309,USD,35.96555323590814,0.958,USD,10.995249681381067,0.758913967942427,Industrial services,Buy
SARO,"StandardAero, Inc.",27.57,USD,1.6592920353982274,60903,0.046981440699382655,9221107683.38385,USD,864.2633228840126,0.0319,USD,,0,Transportation,Buy
HLNE,Hamilton Lane Incorporated,161.555,USD,1.8503341318875315,40454,0.11076402094150238,9208936126.623882,USD,30.161115674706895,5.3564,USD,64.8123076923077,1.242787394585,Finance,Neutral
SKX,"Skechers U.S.A., Inc.",61.51,USD,0.04879635653871363,6602106,0.3987762705883442,9202088179.73097,USD,14.799932629147516,4.1561,USD,9.399842063700985,0,Consumer non-durables,Buy
XP,XP Inc.,17.09,USD,7.891414141414141,2612916,0.43722714780936384,9184566421.72096,USD,11.178702250130822,1.5288,USD,6.351304347826082,0.00411652944901837,Finance,Buy
FYBR,"Frontier Communications Parent, Inc.",36.51,USD,0.05480953685940264,132539,0.07133292117728086,9136518172.110712,USD,,-1.5535,USD,-1531.7972350230416,0,Communications,Neutral
LOAR,Loar Holdings Inc.,97.39,USD,-0.12306430109732801,69880,0.07529485997289471,9111425703.543022,USD,395.7334416903698,0.2461,USD,,0,Electronic technology,Strong buy
OVV,Ovintiv Inc. (DE),35.005,USD,3.381571175428243,486082,0.14057659186110924,9094824324.149588,USD,14.91160809371672,2.3475,USD,-67.20727516553517,3.46320346320346,Energy minerals,Buy
HII,"Huntington Ingalls Industries, Inc.",231.47,USD,0.5473263541983366,56838,0.08615763157009164,9082682131.667955,USD,16.68396546007583,13.8738,USD,-21.800298734605303,2.27565478746243,Electronic technology,Neutral
KVYO,"Klaviyo, Inc. Series A",32.92,USD,-2.0820939916716115,411726,0.12823373406258434,9074959242.916122,USD,,-0.1746,USD,87.02630405706643,0,Technology services,Buy
CELH,"Celsius Holdings, Inc.",35.135,USD,-1.8301201452919844,2024127,0.270943988067219,9055738750.521935,USD,111.85928048392232,0.3141,USD,-65.55543370983662,0,Consumer non-durables,Buy
DAY,"Dayforce, Inc.",57.21,USD,5.0881704628949365,671973,0.3578686658695248,9054189365.069801,USD,357.78611632270173,0.1599,USD,-50.96596136154554,0,Technology services,Buy
OGE,OGE Energy Corp,44.71,USD,-1.0840707964601812,81218,0.06799865941720483,9001472720.713053,USD,18.545710967313756,2.4108,USD,21.936169136614232,3.71537442014579,Utilities,Neutral
WYNN,"Wynn Resorts, Limited",86.08,USD,2.3300047551117373,393905,0.19150910271709998,9000034956.500237,USD,23.49665620308448,3.6635,USD,-50.87429935366213,1.19731800766284,Consumer services,Buy
SSB,SouthState Corporation,88.415,USD,1.3236305294522128,48141,0.06044284070428132,8973536533.285812,USD,13.944703804176394,6.3404,USD,3.4137430477402066,2.42795552530066,Finance,Buy
PRI,"Primerica, Inc.",269.915,USD,1.205474315710548,35489,0.20625680713137456,8931908924.439428,USD,19.702543888463083,13.6995,USD,-13.693607423880655,1.36180866398604,Finance,Neutral
ROKU,"Roku, Inc.",60.84,USD,1.5862414426448534,689397,0.12779369418235303,8923008365.005178,USD,,-0.7294,USD,81.72204681000352,0,Technology services,Buy
AGNC,AGNC Investment Corp.,8.8314,USD,1.2775229357798132,3596460,0.1195015655709891,8897673466,USD,22.557854406130268,0.3915,USD,-56.28140703517588,16.5898617511521,Finance,Buy
GAP,"Gap, Inc. (The)",23.575,USD,1.3107004727116447,1016675,0.1701710285160899,8878433091.680275,USD,10.704717795032465,2.2023,USD,65.18901890189021,2.71523178807947,Retail trade,Buy
MTSI,"MACOM Technology Solutions Holdings, Inc.",119.4,USD,5.3188674252447745,328383,0.42178853505540886,8876174825.641705,USD,,-1.4341,USD,-237.8412149173395,0,Electronic technology,Buy
ESTC,Elastic N.V.,85,USD,0.5679129200189352,117367,0.060741174087505755,8875089255.087553,USD,,-1.2973,USD,-383.315134308801,0,Technology services,Buy
EMN,Eastman Chemical Company,76.74,USD,1.9529693104822623,261712,0.168825255874327,8860411644.392986,USD,9.772683858643743,7.8525,USD,0.9630220119317067,4.31068471546852,Process industries,Buy
RRX,Regal Rexnord Corporation,133.26,USD,2.586605080831397,209981,0.22575711003031762,8839878831.703003,USD,37.964730349562686,3.5101,USD,,1.11785372085596,Producer manufacturing,Strong buy
SFD,"Smithfield Foods, Inc.",22.47,USD,-0.0889284126278327,43334,0.045849796683968,8833242996.44153,USD,,,,,0,Consumer non-durables,Strong buy
WMS,"Advanced Drainage Systems, Inc.",113.855,USD,2.378383238917373,149153,0.2693013310241713,8832262984.326815,USD,19.04248202040475,5.979,USD,-4.985141513181939,0.567225028804396,Producer manufacturing,Strong buy
VNOM,"Viper Energy, Inc.",40.22,USD,2.2109275730622553,99600,0.10021836737034852,8814406692.774078,USD,10.587832679600915,3.7987,USD,39.340473919741775,6.22967225419064,Energy minerals,Strong buy
VFS,VinFast Auto Ltd.,3.755,USD,0.9408602150537553,112869,0.21823009896717296,8782241921.673388,USD,,-1.3175,USD,-159.14634146341464,0,Consumer durables,Buy
INGR,Ingredion Incorporated,136.495,USD,0.5932640577787655,24001,0.04726696094375584,8776589502.00339,USD,14.411584593293354,9.4712,USD,-5.160915626940096,2.29702398150824,Consumer non-durables,Buy
MGM,MGM Resorts International,32.1395,USD,1.2586641461877748,847154,0.14380106927468164,8746738183.599384,USD,14.396192609182531,2.2325,USD,-14.200614911606454,0,Consumer services,Buy
RRC,Range Resources Corporation,36.39,USD,1.5912897822445569,405646,0.15755162706818407,8696254310.418762,USD,32.622142536978934,1.1155,USD,-43.26331315802859,0.942049671709963,Energy minerals,Buy
HAS,"Hasbro, Inc.",62.02,USD,0.9604427804004614,173738,0.06756870276864527,8690825092.185904,USD,20.458518885040412,3.0315,USD,,3.44714379514117,Consumer durables,Strong buy
EGP,"EastGroup Properties, Inc.",165.485,USD,0.21498213528736038,42926,0.09462615328793147,8671958956,USD,36.15735885334732,4.5768,USD,-0.7761349347439441,3.30893472869155,Finance,Buy
U,Unity Software Inc.,20.8,USD,0.6776379477250754,3158928,0.3646755757589737,8642731283.794773,USD,,-1.1241,USD,49.75191095614858,0,Technology services,Buy
NYT,New York Times Company (The),52.63,USD,-0.01899696048631841,177975,0.09450565193978593,8609172455.159767,USD,28.740716470074272,1.8312,USD,21.03906404917708,1.08241549563236,Consumer services,Buy
MEDP,"Medpace Holdings, Inc.",299.205,USD,-0.2616753891796476,39587,0.08829135366098993,8599633012.219992,USD,22.83432417787885,13.1033,USD,33.49600122255617,0,Commercial services,Neutral
SUN,Sunoco LP,56.18,USD,-0.6542882404951326,115872,0.23571883238294056,8575688701.131387,USD,10.105588833126472,5.5593,USD,23.795844745808,6.5375883885374,Distribution services,Strong buy
AM,Antero Midstream Corporation,17.77,USD,-0.22459292532284758,392801,0.13614604523780507,8515721270.808536,USD,20.66759711560828,0.8598,USD,6.887120835405272,5.13992004568818,Industrial services,Sell
DBX,"Dropbox, Inc.",29.475,USD,0.22101326079565206,619862,0.18440380119426855,8486272493.193643,USD,21.023537803138375,1.402,USD,6.6808704915537875,0,Technology services,Neutral
CRDO,Credo Technology Group Holding Ltd,49.9475,USD,3.1333883956225446,963716,0.2983918288130627,8481146676.663329,USD,3645.802919708029,0.0137,USD,,0,Technology services,Strong buy
HALO,"Halozyme Therapeutics, Inc.",68.82,USD,-1.8819503849444075,853024,0.4069629448479583,8480069192.526946,USD,18.25851639605221,3.7692,USD,55.893787740921496,0,Health technology,Buy
HESM,Hess Midstream LP,37.073,USD,-1.1386666666666656,193339,0.22969626687579503,8456034301.134667,USD,14.576731018755162,2.5433,USD,15.284891890666774,7.26396348012889,Energy minerals,Buy
MKTX,"MarketAxess Holdings, Inc.",226.89,USD,-0.5479091785745596,40696,0.0828253928131021,8440622333.250854,USD,39.41594426975661,5.7563,USD,-15.569538560826068,1.30199231038099,Finance,Buy
HSIC,"Henry Schein, Inc.",69.25,USD,4.0258374643232795,300228,0.19911020232537968,8429078345.97792,USD,21.526935869936896,3.2169,USD,8.745182881481972,0,Distribution services,Buy
CHE,Chemed Corp,573.765,USD,-0.6364297589360051,16390,0.10544617560549348,8393886024.421473,USD,27.949543563613688,20.5286,USD,10.518552016710817,0.329569304955682,Health services,Strong buy
MASI,Masimo Corporation,154.63,USD,3.011125174871748,168931,0.2733440558173251,8383901974.284456,USD,,-9.2084,USD,-727.6600095426351,0,Health technology,Buy
ADC,Agree Realty Corporation,75.39,USD,-1.0500065625410122,112774,0.0735887010603066,8382313368.999999,USD,42.50676589986468,1.7736,USD,4.965378469550813,3.93686407513697,Finance,Buy
CBSH,"Commerce Bancshares, Inc.",62.74,USD,0.9006111289803833,43023,0.10539973036993408,8371245564.6185255,USD,15.571715767789334,4.0291,USD,17.799608221501025,1.68723476297968,Finance,Neutral
AIT,"Applied Industrial Technologies, Inc.",219.41,USD,1.6257526632700283,66613,0.12909901434890012,8356150736.384067,USD,22.005696748440418,9.9706,USD,4.590370292667574,0.711405138429471,Distribution services,Buy
WBS,Webster Financial Corporation,49.46,USD,1.5397249024840896,104997,0.07895361365223684,8324173841.771711,USD,11.133370849746765,4.4425,USD,-9.156902439523137,3.29285861288331,Finance,Strong buy
ALSN,"Allison Transmission Holdings, Inc.",98.605,USD,1.414172580479276,43853,0.04938861416357291,8307943978.981642,USD,11.4122194831198,8.6403,USD,15.396327212020033,1.0502471169687,Producer manufacturing,Neutral
PNFP,"Pinnacle Financial Partners, Inc.",107.005,USD,2.2210546427206617,77917,0.19883278213294137,8303587860.979365,USD,17.31192363695195,6.181,USD,-11.60149881296302,0.863557858376511,Finance,Buy
BLD,TopBuild Corp.,290.13,USD,1.7892853383854415,48262,0.1421422117189129,8293878178.359752,USD,14.681206355632021,19.762,USD,-0.39766341244601233,0,Industrial services,Buy
AVTR,"Avantor, Inc.",12.155,USD,1.8006700167504177,4639897,0.24677447302016225,8282777560.667085,USD,11.59606945239458,1.0482,USD,173.96759017250392,0,Distribution services,Buy
ASTS,"AST SpaceMobile, Inc.",25.195,USD,-0.49368088467614535,2307577,0.2818969739604787,8259928719.399879,USD,,-1.961,USD,-85.20967132602948,0,Communications,Strong buy
MLI,"Mueller Industries, Inc.",74.635,USD,1.1314363143631545,49724,0.076994900969172,8258343845.500611,USD,13.599176414853687,5.4882,USD,10.147312648015099,1.15160547351307,Producer manufacturing,Strong buy
EVR,Evercore Inc.,213.46,USD,2.7287164926127416,34010,0.046235083034185144,8252237134.786276,USD,20.435007371383715,10.4458,USD,63.96370942424814,1.55566358774915,Finance,Buy
FRT,Federal Realty Investment Trust,95.08,USD,-0.13654027938241306,109189,0.1577333001462936,8225040955,USD,27.780861943024107,3.4225,USD,22.249607086726677,4.63471283783784,Finance,Buy
KD,"Kyndryl Holdings, Inc.",35.25,USD,6.366928183464089,1030086,0.6270369008409324,8202481106.917623,USD,63.09289421872204,0.5587,USD,,0,Technology services,Strong buy
HRB,"H&R Block, Inc.",61.28,USD,-0.5840363400389348,436405,0.2692255966202827,8202282474.447761,USD,16.869459890987173,3.6326,USD,0.18478170936870647,2.36111111111111,Consumer services,Neutral
PARA,Paramount Global,11.495,USD,-0.6482281763180732,870214,0.11542300883922824,8167178047.9165945,USD,,-9.3173,USD,-450.1151325500383,1.73913043478261,Consumer services,Neutral
PLNT,"Planet Fitness, Inc.",95.755,USD,-5.873390346996961,1155267,0.8390006043039425,8079746840.634177,USD,47.73191765116395,2.0061,USD,23.58159305119202,0,Consumer services,Strong buy
PEGA,Pegasystems Inc.,94.355,USD,1.4133705932932048,81764,0.08175660920252809,8075113514.145582,USD,45.87689016385472,2.0567,USD,152.3248681143418,0.131492439184747,Technology services,Buy
AAON,"AAON, Inc.",98.93,USD,3.364329746108049,139449,0.15838802652896358,8049552377.597534,USD,51.97541241988022,1.9034,USD,-11.547934383568007,0.431034482758621,Producer manufacturing,Buy
WAL,Western Alliance Bancorporation,72.8,USD,1.9465060915838126,80020,0.09600263216185971,8037430447.50035,USD,10.003022891533154,7.2778,USD,6.116676144233997,2.10881484605652,Finance,Strong buy
DCI,"Donaldson Company, Inc.",67.17,USD,1.5419501133786786,46130,0.09421713485549935,8028012819.306122,USD,19.634035836426882,3.4211,USD,11.647412048821879,1.63685965444074,Producer manufacturing,Neutral
GTLB,GitLab Inc.,48.38,USD,2.7612574341546394,434982,0.23561109539101796,7994055909.180544,USD,,-0.0277,USD,98.99015676266862,0,Technology services,Strong buy
CFR,"Cullen/Frost Bankers, Inc.",124.23,USD,1.3377926421404687,19864,0.043762827681442566,7986490669.053512,USD,13.64325250395361,9.1056,USD,7.842812137290668,3.08031701936433,Finance,Neutral
REXR,"Rexford Industrial Realty, Inc.",33.53,USD,-0.5634638196915709,177216,0.0847003453330428,7981019950,USD,27.240230725485414,1.2309,USD,12.124248496993987,4.99554631828979,Finance,Buy
HQY,"HealthEquity, Inc.",92.185,USD,0.5069777583951193,66180,0.07699570171320672,7973674861.323485,USD,84.55012381913235,1.0903,USD,70.359375,0,Finance,Strong buy
NCLH,Norwegian Cruise Line Holdings Ltd.,17.815,USD,2.9173887926054456,2788490,0.16105270966538968,7959861687.777298,USD,10.858832134584908,1.6406,USD,151.3174019607843,0,Consumer services,Buy
ONB,Old National Bancorp,21.48,USD,1.129943502824868,172786,0.05896990410709857,7946077146.881357,USD,12.497090993716546,1.7188,USD,-7.051698031581216,2.65402843601896,Finance,Buy
FND,"Floor & Decor Holdings, Inc.",73.74,USD,0.4632152588555711,255755,0.08765150647974441,7934865686.525886,USD,39.03032869316678,1.8893,USD,-9.11583605926497,0,Retail trade,Neutral
RVMD,"Revolution Medicines, Inc.",42.525,USD,12.918215613382905,1196234,0.5796759431241736,7920780206.23606,USD,,-3.5675,USD,5.486674084671225,0,Health technology,Strong buy
EDU,"New Oriental Education & Technology Group, Inc. Sponsored",46.655,USD,-2.2112764619576604,187985,0.17722785410758896,7910201831.96454,USD,19.663252834323767,2.3727,USD,27.011401959209884,0,Consumer services,Buy
ROIV,Roivant Sciences Ltd.,11.08,USD,-0.8057296329453881,584949,0.08707396631622816,7906127832.100269,USD,,-0.1449,USD,-102.78113663845222,0,Health technology,Strong buy
AXS,Axis Capital Holdings Limited,100.475,USD,0.4348260695721592,30843,0.04828008743418486,7902677865.590263,USD,9.973199662514268,10.0745,USD,54.27788242140244,1.76264396594892,Finance,Buy
AYI,Acuity Inc.,255.5,USD,1.7401345916457631,13953,0.039730415194655685,7896214184.251184,USD,19.367945481697102,13.1919,USD,10.346298619824344,0.255969283685958,Producer manufacturing,Buy
WCC,"WESCO International, Inc.",161.22,USD,1.447269066196836,65240,0.08044130762252905,7868131111.998743,USD,12.195896877269426,13.2192,USD,10.038041171035449,1.06461664358555,Distribution services,Buy
LAD,"Lithia Motors, Inc.",301.45,USD,1.8618638913293204,34522,0.0913428311673742,7846916262.814252,USD,9.497270066507669,31.7407,USD,-6.285577627134652,0.713612494950855,Retail trade,Strong buy
NNN,"NNN REIT, Inc.",41.445,USD,-0.6829618979151608,65210,0.05019564060752659,7843199769,USD,19.2794343396753,2.1497,USD,-1.290292956194315,5.52249464413235,Finance,Neutral
TECH,Bio-Techne Corp,49.6,USD,1.7435897435897467,872957,0.4399740498284823,7841149536.426666,USD,60.613466943663695,0.8183,USD,-34.95747555838168,0.670578373847443,Health technology,Buy
APPF,"AppFolio, Inc.",216.57,USD,0.9556218534402308,14409,0.028974339742381946,7802653703.172243,USD,40.44635353441031,5.3545,USD,158.11038804531213,0,Technology services,Buy
UMBF,UMB Financial Corporation,102.75,USD,1.3913558318531642,59292,0.08238272072249338,7800629800.873299,USD,12.917216669809541,7.9545,USD,5.54073956135812,1.57857927864922,Finance,Buy
BRBR,"BellRing Brands, Inc.",61.29,USD,-2.2955523672883755,632789,0.2531836658967397,7783628405.436154,USD,28.596090141370784,2.1433,USD,49.03692371879564,0,Consumer non-durables,Buy
ENSG,"The Ensign Group, Inc.",135.105,USD,-1.3400029209872995,26517,0.0644385857775339,7767504292.059989,USD,25.381363892541795,5.323,USD,40.20070060842312,0.183438155136268,Health services,Buy
CVLT,"Commvault Systems, Inc.",175.68,USD,0.6012712592338152,63447,0.12120625121426898,7751955945.911699,USD,104.13134965325115,1.6871,USD,-55.14344207811545,0,Technology services,Buy
WTFC,Wintrust Financial Corporation,115.63,USD,1.1016875054647117,51593,0.13139852467316548,7739154054.765848,USD,11.433345857970613,10.1134,USD,4.652414164200421,1.62623066104079,Finance,Strong buy
BRX,Brixmor Property Group Inc.,25,USD,-1.0684606252473272,178780,0.0758230563502976,7734140134,USD,23.859515174651648,1.0478,USD,12.654553273841525,4.45328031809145,Finance,Strong buy
WING,Wingstop Inc.,273.965,USD,1.4084246372519802,74192,0.06979442103706501,7644415157.03594,USD,45.959570541855385,5.961,USD,112.46792130025662,0.38598463556305,Consumer services,Buy
EXP,Eagle Materials Inc,228.965,USD,1.793891432890231,34054,0.1277495277949195,7621704156.476571,USD,16.36200575973474,13.9937,USD,-1.2058314801087215,0.434008940584176,Non-energy minerals,Buy
WTS,"Watts Water Technologies, Inc.",227.94,USD,7.732299839304274,171230,0.9268410973348244,7609380301.852632,USD,26.222605694564276,8.6925,USD,11.155867572025942,0.811933534743202,Producer manufacturing,Neutral
COOP,Mr. Cooper Group Inc.,118.62,USD,0.40629761300152695,93312,0.14061230668105862,7589946887.900965,USD,13.47020815116794,8.8061,USD,-7.835852137145722,0,Finance,Buy
CWST,"Casella Waste Systems, Inc.",119.49,USD,-0.6320166320166363,41309,0.08734729711613728,7583222404.510104,USD,544.8700410396717,0.2193,USD,-30.24809160305344,0,Industrial services,Buy
FOUR,"Shift4 Payments, Inc.",85.05,USD,2.1498919048762817,592861,0.16451931572445527,7537110154.271559,USD,28.765177393715966,2.9567,USD,98.34306030723823,0,Commercial services,Buy
ESAB,ESAB Corporation,124.305,USD,1.8309166871467304,17527,0.05811543774416474,7535728380.858565,USD,27.918023582257163,4.4525,USD,15.742545946086445,0.261673072205413,Producer manufacturing,Buy
UGI,UGI Corporation,34.995,USD,4.244861483467373,1021903,0.6047500106669801,7517380990.249777,USD,13.751571832756994,2.5448,USD,,4.47227191413238,Distribution services,Buy
EXLS,"ExlService Holdings, Inc.",45.98,USD,-0.15200868621064123,194213,0.09932613111951469,7480686845.5370245,USD,34.72809667673716,1.324,USD,21.825542878174463,0,Technology services,Buy
VNO,Vornado Realty Trust,38.985,USD,0.24427873489328583,142122,0.09653063116573768,7464902626,USD,74.8416202726051,0.5209,USD,252.43572395128555,1.92909280500521,Finance,Neutral
AES,The AES Corporation,10.485,USD,1.7961165048543564,1693303,0.11424109584900691,7464510596.682523,USD,5.724190642572473,1.8317,USD,153.66292757235843,6.64224137931035,Utilities,Buy
CORT,Corcept Therapeutics Incorporated,70.375,USD,-0.12063582174282395,233600,0.15964596866250783,7462895172.212958,USD,61.08410728235397,1.1521,USD,8.55554508621502,0,Health technology,Strong buy
NFG,National Fuel Gas Company,82.31,USD,-0.20611057225994386,48586,0.0656785904503389,7436871322.712052,USD,187.53702437912963,0.4389,USD,-91.28699898755285,2.50974658869396,Energy minerals,Neutral
BULL,Webull Corporation,16.07,USD,-1.107692307692306,2632928,0.2947666968069098,7417128562.282462,USD,77.03739213806328,0.2086,USD,-33.119589612055144,0,Technology services,
NIO,NIO Inc.,3.935,USD,2.4739583333333384,6118075,0.15741990852157706,7415300417.568299,USD,,-1.5318,USD,12.99062766259585,0,Consumer durables,Buy
FN,Fabrinet,206.95,USD,-1.410128150159596,171396,0.22993585122991048,7415154004.877567,USD,23.066205974141774,8.972,USD,19.05994134586036,0,Electronic technology,Buy
FNMA,Fannie Mae,6.4,USD,-0.4665629860031005,615094,0.1809096647850329,7411760739.533437,USD,2909.090909090909,0.0022,USD,,0,Finance,Strong sell
BZ,KANZHUN LIMITED - American Depository Shares,15.73,USD,-1.0691823899371065,217748,0.08713675942878418,7400487912.28854,USD,32.47316267547482,0.4844,USD,42.26138032305432,0,Technology services,Buy
BILI,Bilibili Inc.,17.555,USD,-0.14220705346984402,450850,0.20871247388142894,7385471863.550759,USD,,-0.4497,USD,72.61933755479785,0,Technology services,Buy
FOUR/PA,SHIFT4 PAYMENTS INC 6.00% SER A MAND CONV PREF STK,102,USD,,18394,,7378480793,USD,,,,,0,Commercial services,
ALV,"Autoliv, Inc.",95.415,USD,1.83030949839915,55336,0.09831764117259102,7376070922.890609,USD,10.991118637039085,8.6811,USD,35.12911912581917,2.95788232772479,Producer manufacturing,Buy
RGEN,Repligen Corporation,130.48,USD,2.8373266078184067,75599,0.08394439032525883,7330770945.588902,USD,,-0.4116,USD,-200.7588739290086,0,Health technology,Buy
CMA,Comerica Incorporated,55.72,USD,1.8833424757725383,145819,0.11375708802325149,7322322510.9372835,USD,10.560430604779864,5.2763,USD,4.615842173094084,5.18248175182482,Finance,Neutral
AAL,"American Airlines Group, Inc.",11.0602,USD,4.736742424242419,12407049,0.1960217326084126,7294338552.122575,USD,12.768644654814132,0.8662,USD,45.165074576839274,0,Transportation,Buy
KRC,Kilroy Realty Corporation,30.84,USD,0.032435939020439716,60869,0.05268496951976866,7292816061,USD,18.36917029007088,1.6789,USD,-3.127344065547286,7.01071080817916,Finance,Neutral
SIRI,SiriusXM Holdings Inc.,21.545,USD,1.867612293144223,764898,0.1636919376020711,7280583867.950119,USD,,-5.0543,USD,-251.457852626532,4.99301350721938,Consumer services,Neutral
VIPS,Vipshop Holdings Limited,13.845,USD,-2.431289640591958,1038292,0.32150735750624054,7275390193,USD,6.955888263665595,1.9904,USD,-2.3499975469754233,3.16804407713499,Retail trade,Buy
AGCO,AGCO Corporation,96.735,USD,2.4301143583227462,62760,0.0673364475903884,7215154247.547967,USD,,-7.8104,USD,-152.85010555946516,1.22946475887652,Producer manufacturing,Buy
MIDD,The Middleby Corporation,134.375,USD,2.0853908683430866,169973,0.20332846543489058,7208702521.532896,USD,16.788900272370626,8.0038,USD,11.475090182314517,0,Producer manufacturing,Neutral
G,Genpact Limited,40.965,USD,-17.325933400605436,2601348,1.8477053766573763,7163587369.251766,USD,14.382768064040448,2.8482,USD,-16.714427744312534,1.26308373590982,Commercial services,Buy
DLB,Dolby Laboratories,74.42,USD,1.334422657952075,46215,0.09732258134485214,7149246115.568084,USD,28.159527773573487,2.6428,USD,34.850494948464124,1.69674117963911,Technology services,Buy
