Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
HUBG,"Hub Group, Inc.",31.99,USD,1.2662234884457062,490021,1.0475366734354588,1959908144.08547,USD,18.80105789009697,1.7015,USD,-34.66825372446628,1.58277936055714,Transportation,Buy
BTDR,Bitdeer Technologies Group,10.18,USD,6.374085684430505,5666702,1.0851238339427733,1959646409.874608,USD,,-3.6989,USD,-399.85135135135135,0,Technology services,Strong buy
LGF.A,Lions Gate Entertainment Corporation,8.72,USD,-1.8018018018018032,893102,1.1992873850584784,1959331283.2792795,USD,,-1.1948,USD,75.96024224864692,0,Consumer services,Buy
BLTE,"Belite Bio, Inc",61.9,USD,0.6831489915419677,13847,0.5051474182651267,1956696218,USD,,-1.1822,USD,4.799484619101312,0,Health technology,Strong buy
LGF.B,Lions Gate Entertainment Corporation,7.82,USD,-2.0050125313283225,1764653,1.690295222851538,1955276655.5288222,USD,,-1.1948,USD,75.96024224864692,0,Consumer services,Buy
PGNY,"Progyny, Inc.",22.8,USD,-0.17513134851137982,636296,0.6744150872362406,1953239267.4430823,USD,40.339702760084926,0.5652,USD,-8.36575875486381,0,Commercial services,Buy
HP,"Helmerich & Payne, Inc.",19.64,USD,3.970354685018528,2690828,1.8636025816735693,1951795812.1291687,USD,6.494064742254405,3.0243,USD,-27.745126146788984,7.09370037056644,Industrial services,Neutral
ENLT,Enlight Renewable Energy Ltd.,16.37,USD,0.24494794856094737,5178,0.8844629680240503,1949599827.8859038,USD,45.15600413278122,0.362521005,USD,-37.52156242924618,0,Utilities,
NMRK,"Newmark Group, Inc.",10.79,USD,-1.8198362147406828,1256170,1.0080812133857635,1947187924.423112,USD,30.8461978273299,0.3498,USD,43.360655737704924,1.0919017288444,Finance,Buy
CVI,CVR Energy Inc.,19.35,USD,2.598091198303298,1333882,1.3600633556016677,1945267202.338282,USD,,-1.9701,USD,-130.18200202224472,10.6044538706257,Energy minerals,Sell
EFSC,Enterprise Financial Services Corporation,52.39,USD,0.7112648981161043,182112,1.0025825396973953,1936121926.4231064,USD,10.274160652651396,5.0992,USD,9.39906888931796,2.11457131872357,Finance,Strong buy
NEXT,NextDecade Corporation,7.42,USD,-0.8021390374331617,941622,0.7090019915743979,1935686164.23262,USD,,-0.2396,USD,78.34222182048268,0,Energy minerals,Strong buy
ARWR,"Arrowhead Pharmaceuticals, Inc.",14.04,USD,1.0799136069114368,1233837,0.6886501215873618,1927935887.6371484,USD,,-5.149,USD,-85.81739444243955,0,Health technology,Buy
PBF,PBF Energy Inc.,16.66,USD,-3.026775320139695,5192961,1.780761907087218,1926697101.627474,USD,,-4.7198,USD,-128.70400778446756,6.11175785797439,Energy minerals,Neutral
SJW,SJW Group,56.34,USD,-0.7049700387733496,204096,0.8228977292657762,1925867192.4945364,USD,18.89399376236628,2.9819,USD,11.769556580081716,2.85512865703208,Utilities,Buy
LBRT,Liberty Energy Inc.,11.89,USD,3.3913043478260922,4447100,1.3604356281849983,1925635719.2243478,USD,7.8820019887305275,1.5085,USD,-44.80828333089419,2.60869565217391,Industrial services,Buy
MQ,"Marqeta, Inc.",4.09,USD,-2.1531100478468868,8208755,1.9121270230652634,1923462588.3708134,USD,86.83651804670912,0.0471,USD,,0,Commercial services,Buy
ENR,"Energizer Holdings, Inc.",26.62,USD,-1.5532544378698157,553554,1.0471146152347408,1921749516.0443785,USD,33.57296002017909,0.7929,USD,-38.468104920068285,4.43786982248521,Consumer non-durables,Buy
STNG,Scorpio Tankers Inc.,38.35,USD,1.751127620058381,1047532,1.2691713224748895,1914299317.547095,USD,2.9391928141142567,13.0478,USD,31.298616352201265,4.24515786680817,Transportation,Buy
FIVN,"Five9, Inc.",25.08,USD,-0.23866348448688254,3946625,2.230804315001411,1912180230.1479712,USD,,-0.1982,USD,82.57582417582418,0,Technology services,Buy
ADUS,Addus HomeCare Corporation,103.92,USD,-0.6025824964131952,276348,1.7654296538110175,1912038622.836155,USD,24.54126815444563,4.2345,USD,10.36828524513253,0,Health services,Strong buy
COCO,"The Vita Coco Company, Inc.",33.47,USD,1.2708018154311702,830807,1.0608380652254135,1905488433.677761,USD,35.395516074450086,0.9456,USD,19.3637970209543,0,Consumer non-durables,Buy
CASH,"Pathward Financial, Inc.",79.9,USD,0.6677585989668654,208722,0.7224059292649818,1905257573.083029,USD,10.795546668107875,7.4012,USD,11.104105681903476,0.251984376968628,Finance,Buy
AIN,Albany International Corporation,62.21,USD,-5.398418491484191,318369,1.3461139226002146,1903636289.8140206,USD,22.24645973394364,2.7964,USD,-21.290249943706367,1.61192214111922,Process industries,Buy
HTH,Hilltop Holdings Inc.,29.66,USD,0.44023027429732137,394124,1.0850765495400476,1902841833.8719945,USD,15.06884113194127,1.9683,USD,14.957364793832499,2.33660684050119,Finance,Neutral
VCEL,Vericel Corporation,37.92,USD,-0.2630194634402983,608204,1.3913473951068909,1901151995.51394,USD,205.41711809317445,0.1846,USD,,0,Health technology,Strong buy
TDW,Tidewater Inc.,37.37,USD,3.260569218016026,1329882,1.4263365852402894,1900390532.6225476,USD,10.97503671071953,3.405,USD,85.79145522998853,0,Transportation,Buy
BUSE,First Busey Corporation,21.1,USD,1.4911014911015021,511197,0.8913571847175984,1898039031.5055318,USD,19.67549421857516,1.0724,USD,-46.08616962445327,4.71380471380471,Finance,Buy
JANX,"Janux Therapeutics, Inc.",32.05,USD,-3.463855421686764,1046003,1.7902374830497003,1894320046.8810236,USD,,-1.2797,USD,4.606783451360407,0,Health technology,Strong buy
QDEL,QuidelOrtho Corporation,27.88,USD,0.323857502698812,1302124,0.9037524503795538,1880634878.033825,USD,,-30.277,USD,-19433.548387096776,0,Health technology,Buy
OII,"Oceaneering International, Inc.",18.65,USD,5.070422535211259,974723,0.8103645398764437,1876087951.4028168,USD,10.436485730274203,1.787,USD,68.42601319509896,0,Producer manufacturing,Neutral
KWR,Quaker Houghton,106.01,USD,0.06607513686993335,154750,1.0485710297611224,1873293603.9871626,USD,16.318519772793746,6.4963,USD,3.733333333333326,1.80290730602228,Process industries,Buy
PINC,"Premier, Inc.",20.41,USD,0.29484029484028856,715511,0.7623588672213953,1863583985.8584764,USD,,-0.0993,USD,-107.1218532597002,4.12776412776413,Health services,Neutral
AGM,Federal Agricultural Mortgage Corporation,175.1,USD,-0.13118120116353058,30878,0.7675175859411897,1860814560.717504,USD,10.645218163137512,16.4487,USD,4.03326797799,3.25101237666115,Finance,Buy
OFG,OFG Bancorp,40.88,USD,3.8881829733163937,972327,2.662523617842767,1857598143.5811946,USD,9.787397050373492,4.1768,USD,6.823529411764703,2.66836086404066,Finance,Buy
HG,"Hamilton Insurance Group, Ltd.",18.17,USD,-1.7837837837837747,269641,0.6499188568566499,1851566983.1859462,USD,4.771408313857305,3.8081,USD,62.05370441295375,0,Finance,Strong buy
FLOC,Flowco Holdings Inc.,20.19,USD,4.503105590062117,204661,0.7613380825281092,1849450198.7329195,USD,,,,,0,Industrial services,Strong buy
CRTO,Criteo S.A.,33.425,USD,-1.8643570170287875,390648,1.1359437832166754,1848689068,USD,17.49267322587398,1.9108,USD,116.39864099660248,0,Commercial services,Buy
AEO,"American Eagle Outfitters, Inc.",10.69,USD,1.5194681861348542,5986925,0.9841040628703587,1844175835.5954418,USD,6.3813276026743075,1.6752,USD,94.63227605437434,4.74833808167141,Retail trade,Neutral
TVTX,"Travere Therapeutics, Inc.",20.76,USD,-0.24026910139354715,1917028,1.3519198321133323,1842900085.9778957,USD,,-4.1022,USD,10.011845742113815,0,Health technology,Strong buy
EXTR,"Extreme Networks, Inc.",13.81,USD,4.939209726443772,3164713,1.8710865838256885,1833350599.6041033,USD,,-0.9399,USD,-255.89650024879748,0,Electronic technology,Buy
OSW,OneSpaWorld Holdings Limited,17.85,USD,6.886227544910192,1016900,1.3816763814725743,1833145730.7934134,USD,25.676064441887227,0.6952,USD,,0.718562874251497,Consumer services,Strong buy
SDGR,"Schrodinger, Inc.",24.88,USD,-2.926258291065158,573324,0.4665773915973198,1825541297.2360516,USD,,-2.5759,USD,-596.4154943148968,0,Technology services,Strong buy
STC,Stewart Information Services Corporation,65.06,USD,-0.6414172266340893,115340,0.8502814612987027,1823379287.1169825,USD,25.031741756761956,2.5991,USD,71.90951782525299,3.01618814905315,Finance,Buy
BCRX,"BioCryst Pharmaceuticals, Inc.",8.71,USD,-1.5819209039547886,4222572,1.094612973227662,1822201029.4564974,USD,,-0.4301,USD,63.49826020538064,0,Health technology,Strong buy
DIOD,Diodes Incorporated,39.19,USD,2.0572916666666647,494584,0.9558371924302048,1820806754.3122392,USD,41.27000842459983,0.9496,USD,-80.67444084905469,0,Electronic technology,Neutral
CNTA,Centessa Pharmaceuticals plc,13.5,USD,-1.5317286652078836,635511,1.0244476863680694,1818379063,USD,,-1.9865,USD,-25.855296502787628,0,Health technology,Strong buy
SUPN,"Supernus Pharmaceuticals, Inc.",32.45,USD,-0.09236453201968606,344167,0.9689648143643521,1811180340.1708748,USD,24.61503451414701,1.3183,USD,,0,Health technology,Buy
FIHL,Fidelis Insurance Holdings Limited,16.11,USD,-1.4678899082568928,436394,0.9183282660444507,1800668522.1798165,USD,17.403046343307768,0.9257,USD,-94.93272462530517,2.44648318042813,Finance,Buy
BKE,"Buckle, Inc. (The)",35.16,USD,1.1507479861910201,425574,0.9235925692264723,1798752915.1588032,USD,9.05835372922839,3.8815,USD,-11.778075777893953,4.02761795166858,Retail trade,Neutral
ARDT,"Ardent Health Partners, Inc.",12.59,USD,-1.099764336213673,167838,0.6531195156024422,1797222627.5813038,USD,8.5483432916893,1.4728,USD,290.04237288135596,0,Health services,Strong buy
VSH,"Vishay Intertechnology, Inc.",13.25,USD,2.001539645881446,1470572,0.7005658513235283,1795856011.720554,USD,,-0.2347,USD,-110.18000433745392,3.07929176289453,Electronic technology,Buy
AGIO,"Agios Pharmaceuticals, Inc.",30.94,USD,4.21017177500842,597472,1.1852521928193165,1791896298.4210172,USD,2.71520214829181,11.3951,USD,,0,Health technology,Buy
IDYA,"IDEAYA Biosciences, Inc.",20.47,USD,1.6890213611525082,967347,0.659603598384544,1791890332.9294586,USD,,-3.297,USD,-67.96576493963013,0,Health technology,Strong buy
SOC,Sable Offshore Corp.,20.01,USD,7.234726688102902,984778,0.657671784528874,1787660489.6623795,USD,,-10.2311,USD,-138.3149705341129,0,Energy minerals,Buy
WRD,WeRide Inc.,6.58,USD,1.3867488443759608,4341315,0.711631416557165,1787376451,USD,,-1.283,USD,-78.41746627729106,0,Technology services,Strong buy
GLPG,Galapagos NV,26.78,USD,-0.5200594353640436,125989,0.31766815252529146,1782142673.8702,USD,,-2.7343,USD,2.7320266088008247,0,Health technology,Neutral
TRIP,"TripAdvisor, Inc.",12.69,USD,1.927710843373496,2353459,1.2688950580973737,1781444063.4939756,USD,769.090909090909,0.0165,USD,-73.17073170731707,0,Consumer services,Neutral
VICR,Vicor Corporation,39.41,USD,-1.2404460593910651,488205,1.8134842053532525,1780640798.6710935,USD,77.10819800430444,0.5111,USD,-16.921326397919373,0,Electronic technology,Buy
GDRX,"GoodRx Holdings, Inc.",4.64,USD,0.21598272138228483,797735,1.156234369163914,1779947316.3542118,USD,108.92018779342723,0.0426,USD,,0,Technology services,Buy
WGS,GeneDx Holdings Corp.,62.32,USD,-6.776364996260275,3336947,2.080229952283616,1778091945.5676892,USD,,-1.9852,USD,73.56520812804602,0,Health services,Buy
EVCM,EverCommerce Inc.,9.68,USD,-0.8196721311475417,237205,1.6978043529297246,1775209031.9754097,USD,,-0.222,USD,7.883817427385888,0,Technology services,Buy
NIC,Nicolet Bankshares Inc.,117.56,USD,0.6420683160688296,36898,0.6676582562499095,1772709905.6002054,USD,14.172905590316708,8.2947,USD,27.72867262088083,0.958822018662786,Finance,Buy
IQ,"iQIYI, Inc.",1.87,USD,1.630434782608697,13348830,0.37257401969060766,1771628567,USD,17.046490428441203,0.1097,USD,-60.80743122543765,0,Technology services,Buy
UPWK,Upwork Inc.,13.31,USD,1.2167300380228148,1415865,1.0332246981762137,1770871930.6722434,USD,8.684588281351951,1.5326,USD,2646.594982078853,0,Commercial services,Buy
CNMD,CONMED Corporation,57.19,USD,16.4528609244553,1406282,2.6484830587574137,1768873431.3610263,USD,13.449824792455491,4.2521,USD,108.46693141148211,1.62899613113419,Health technology,Buy
HE,"Hawaiian Electric Industries, Inc.",10.23,USD,-2.571428571428567,1954428,1.3262462780439832,1764616307.08,USD,,-12.0007,USD,-762.2537387561392,0,Utilities,Neutral
SEZL,Sezzle Inc.,52.03,USD,0.15399422521655107,616788,0.8805131287233027,1761407375.022137,USD,23.83744903101663,2.1827,USD,1276.2295081967216,0,Technology services,Strong buy
EWTX,"Edgewise Therapeutics, Inc.",16.68,USD,1.7073170731707388,1092159,1.0263362583103985,1753746856.67561,USD,,-1.4451,USD,7.972998790040118,0,Health technology,Strong buy
MTRN,Materion Corporation,84.25,USD,1.4937959282014153,229364,2.377282300459362,1753601330.3005662,USD,321.6876670484918,0.2619,USD,-94.27941112227514,0.650524033249006,Electronic technology,Strong buy
DNOW,DNOW Inc.,16.09,USD,1.3862633900441126,839233,0.6862843709296399,1750967917.9596725,USD,21.57414856529901,0.7458,USD,-66.90481473263812,0,Distribution services,Buy
AFYA,Afya Limited,19.38,USD,1.999999999999995,71691,0.515133311968545,1747938174.5400002,USD,15.198807936632422,1.2751,USD,48.94288050461394,0.00122131052631579,Consumer services,Neutral
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting,40.62,USD,1.0950721752115424,180021,0.9123732265913607,1743438230.4624188,USD,8.429134675243827,4.819,USD,8.034793525534672,4.38028870084619,Finance,Buy
ARQT,"Arcutis Biotherapeutics, Inc.",14.65,USD,-1.7437961099932917,1605774,1.005789742194089,1738050154.6881287,USD,,-1.163,USD,70.22758108696208,0,Health technology,Strong buy
AESI,Atlas Energy Solutions Inc.,14.05,USD,3.8433111603843413,1299575,0.8241987531756299,1736273372.509239,USD,25.970425138632162,0.541,USD,-48.67659614837302,6.50406504065041,Industrial services,Buy
SBLK,Star Bulk Carriers Corp.,14.8,USD,0.4070556309362313,640309,0.7449310672142215,1733487460.8683853,USD,5.170305676855896,2.8625,USD,60.56203724478348,14.5183175033921,Transportation,Buy
NWN,Northwest Natural Holding Company,42.94,USD,-0.3712296983758786,218488,0.4897937955746213,1730858816.9313226,USD,21.182970746386463,2.0271,USD,-21.240966664076463,4.54176334106729,Utilities,Buy
REVG,"REV Group, Inc.",33.47,USD,2.354740061162067,560355,0.8576967706592719,1729567754.6379204,USD,18.885064605315126,1.7723,USD,-56.21355865204072,0.672782874617737,Consumer durables,Neutral
RAMP,"LiveRamp Holdings, Inc.",26.28,USD,0.4587155963302791,772611,1.46441305185514,1728190890.6055045,USD,87600.00000000001,0.0003,USD,,0,Technology services,Buy
GNL,"Global Net Lease, Inc.",7.48,USD,-0.9271523178807868,1034273,0.6847532397525821,1726914276,USD,,-0.7637,USD,55.987782388197324,13.4437086092715,Finance,Neutral
CSGS,"CSG Systems International, Inc.",60.01,USD,-0.19956760352570188,175734,0.6770306411707552,1726686345.7746549,USD,19.74987658384071,3.0385,USD,38.466095515858555,2.02893730251123,Technology services,Strong buy
SXI,Standex International Corporation,144.85,USD,2.4253995191627826,107296,1.386084894082631,1723436847.4395418,USD,31.62249486966773,4.5806,USD,-60.5661205761069,0.876820817423278,Electronic technology,Strong buy
VNET,"VNET Group, Inc.",6.27,USD,-0.3179650238473841,5249833,0.7383804267659577,1721283090,USD,77.4074074074074,0.081,USD,,0,Technology services,Strong buy
IRON,"Disc Medicine, Inc.",49.68,USD,0.5261027923917402,372797,1.0430992608709277,1720564315.648725,USD,,-3.9885,USD,-14.192052221713247,0,Health technology,Strong buy
KLIC,"Kulicke and Soffa Industries, Inc.",32.22,USD,-0.031026993484325197,462346,0.6725283152361746,1720005625.3347814,USD,272.12837837837833,0.1184,USD,-86.89395616559663,2.51318647223084,Producer manufacturing,Buy
DHT,"DHT Holdings, Inc.",10.71,USD,0.18709073900843173,1274406,0.9058151437875263,1719575934.541628,USD,9.532710280373832,1.1235,USD,13.153389062342628,8.88681010289991,Transportation,Strong buy
CNXN,"PC Connection, Inc.",66.39,USD,7.011605415860737,178438,1.9407416752951823,1717808858.6571567,USD,20.205125083693467,3.2858,USD,4.304488603898171,0.725338491295938,Technology services,Neutral
UTZ,Utz Brands Inc,12.14,USD,-8.653122648607965,5102706,4.483881087265413,1716726528.2934542,USD,65.7638136511376,0.1846,USD,,1.8058690744921,Consumer non-durables,Buy
PLYA,Playa Hotels & Resorts N.V.,13.43,USD,0.0745156482861385,4158886,1.351552460927965,1716724350.7637856,USD,24.723858615611192,0.5432,USD,60.80521018354057,0,Consumer services,Neutral
HRMY,"Harmony Biosciences Holdings, Inc.",29.86,USD,1.3233797081778098,782716,1.393467021776594,1713566470.8917542,USD,11.895940400780844,2.5101,USD,17.723478097739417,0,Health technology,Strong buy
CHCO,City Holding Company,116.4,USD,0.4574091654440331,56064,0.8766670888629315,1712861469.502028,USD,14.598906336226358,7.9732,USD,0.24768969636009647,2.66246655734875,Finance,Neutral
AVDX,"AvidXchange Holdings, Inc.",8.37,USD,2.9520295202951834,1558420,1.3557909425731944,1711173317.5793357,USD,214.61538461538458,0.039,USD,,0,Technology services,Neutral
DBD,Diebold Nixdorf Incorporated,45.37,USD,2.3460410557184734,220588,1.5898406108894871,1707214373.8416424,USD,,-0.4402,USD,-100.93097621379037,0,Electronic technology,Strong buy
FBNC,First Bancorp,41.27,USD,2.001977261492838,258966,1.0779021852237254,1706092794.2454276,USD,19.53701950388184,2.1124,USD,-23.82806865714698,2.17498764211567,Finance,Buy
CLOV,"Clover Health Investments, Corp.",3.32,USD,-2.35294117647059,4476887,0.9906670260626799,1696210327,USD,,-0.0878,USD,80.24302430243024,0,Finance,Buy
HMN,Horace Mann Educators Corporation,41.38,USD,-0.3851709195955623,257504,1.0116604331018009,1694686285.241695,USD,16.696255648805682,2.4784,USD,128.4871393011893,3.29802599903707,Finance,Neutral
MGNI,"Magnite, Inc.",11.94,USD,0.4205214465937673,1740546,0.5939431479881573,1688031213.4264088,USD,86.08507570295602,0.1387,USD,,0,Technology services,Strong buy
NN,NextNav Inc.,12.755,USD,2.697262479871182,936648,1.088862102089018,1685492802.0994365,USD,,-0.85,USD,-27.646793812884805,0,Technology services,Buy
SHO,"Sunstone Hotel Investors, Inc.",8.47,USD,1.5587529976019279,2012299,0.7580075725457454,1677998715,USD,62.187958883994135,0.1362,USD,-85.44560803590511,4.31654676258993,Finance,Neutral
PLUS,ePlus inc.,63.01,USD,1.0423348300192408,91357,0.6975834993482847,1677100687.654586,USD,16.07233955718804,3.9204,USD,-17.409623325187503,0,Technology services,Strong buy
MTX,Minerals Technologies Inc.,52.69,USD,2.132196162046897,535272,1.7921331517781482,1671967947.1172707,USD,,-0.7832,USD,-127.0890979524073,0.814111261872456,Process industries,Strong buy
INSW,"International Seaways, Inc.",33.96,USD,0,598071,0.923418478467295,1670643749,USD,4.0438199571326505,8.398,USD,-25.38095872762007,15.1648998822144,Transportation,Strong buy
CTRI,"Centuri Holdings, Inc.",18.78,USD,4.565701559020046,267427,1.2026688097254334,1662359029.5734968,USD,,-0.0699,USD,,0,Utilities,Neutral
CCS,"Century Communities, Inc.",54.39,USD,-0.27502750275027243,311645,0.6150161872331524,1661437297.69912,USD,5.626241310824231,9.6672,USD,7.379926245168155,1.96186285295196,Consumer durables,Neutral
SIMO,Silicon Motion Technology Corporation,50.33,USD,1.6767676767676734,805287,1.3735512493156012,1654239757,USD,18.74906869319028,2.6844,USD,69.38414941948511,4.02020202020202,Electronic technology,Strong buy
PAX,Patria Investments Limited,10.68,USD,1.9083969465648787,580060,1.1480032845330672,1653616524.583969,USD,25.200566304860782,0.4238,USD,-46.90553745928339,5.96374045801527,Finance,Buy
PRDO,Perdoceo Education Corporation,25.17,USD,0.19904458598726396,463138,0.939953641417726,1649479610.8125002,USD,11.452361452361453,2.1978,USD,1.164556962025321,1.99044585987261,Consumer services,Strong buy
LZB,La-Z-Boy Incorporated,39.94,USD,1.1139240506329058,317903,0.775903623867732,1649076624.5098732,USD,13.692149468632156,2.917,USD,7.4243205420932465,2.12658227848101,Consumer durables,Buy
ROCK,"Gibraltar Industries, Inc.",55.53,USD,4.87252124645892,387543,1.5646178032538824,1647821274.6101983,USD,12.43283181085438,4.4664,USD,24.322217892334248,0,Producer manufacturing,Strong buy
BGM,BGM Group Ltd.,11.3,USD,1.6187050359712365,7025,0.1529115224545945,1647479410.8633094,USD,,-0.2454,USD,-12.775735294117657,0,Health technology,
LTC,"LTC Properties, Inc.",35.71,USD,-0.44605519933090776,213957,0.7462183713335963,1645997329,USD,17.410170152601044,2.0511,USD,-4.537838592571914,6.35628659046557,Finance,Neutral
GO,Grocery Outlet Holding Corp.,16.7,USD,-0.5360333531864196,3566918,0.9895907200612933,1636684817.8975582,USD,42.04431017119839,0.3972,USD,-49.58111195734958,0,Retail trade,Neutral
UFPT,"UFP Technologies, Inc.",212.33,USD,1.8173971420351112,91881,0.8629479287784555,1630759109.02858,USD,27.95802280567772,7.5946,USD,30.151494378941585,0,Process industries,Buy
UNFI,"United Natural Foods, Inc.",26.94,USD,0.8611007113440674,539878,0.9885226724048116,1630520465.3418195,USD,,-1.3776,USD,29.764453961456105,0,Distribution services,Neutral
RUN,Sunrun Inc.,7.19,USD,4.354136429608138,6938085,0.7013431132265665,1626447722.1291728,USD,,-12.7396,USD,-72.36172745968177,0,Electronic technology,Buy
DESP,"Despegar.com, Corp.",19.44,USD,-0.10277492291880562,1990106,1.0664208134964173,1624945254.6228163,USD,,0,USD,-100,0,Consumer services,Neutral
AGL,"agilon health, inc.",3.93,USD,-7.746478873239428,4742374,0.671925721423345,1623088887.4225354,USD,,-0.629,USD,-18.522705860184672,0,Health services,Neutral
HBI,Hanesbrands Inc.,4.59,USD,0,8619583,1.630294123260019,1620769984,USD,,-0.7339,USD,-1333.3984374999998,0,Consumer non-durables,Neutral
ATEC,"Alphatec Holdings, Inc.",11.06,USD,0.7285974499089259,2958096,1.7241330873308016,1616069021.5100183,USD,,-1.1357,USD,26.4728732357892,0,Health technology,Strong buy
PHIN,PHINIA Inc.,40.43,USD,0.697384806973851,339825,0.6542831794205919,1609298641.7457037,USD,23.07516694252611,1.7521,USD,-23.947391266603,2.54047322540473,Producer manufacturing,Buy
FDP,"Fresh Del Monte Produce, Inc.",33.62,USD,-1.146721552484565,389840,0.7768661906574388,1608855507.282564,USD,11.352355225392536,2.9615,USD,,3.08732725668921,Process industries,Strong buy
TRMD,TORM plc,16.425,USD,-0.8451554482342323,486523,0.996252098634329,1605886182.2382476,USD,2.683268496200211,6.12126592,USD,-19.73767332428288,31.9413190324053,Transportation,Buy
PBI,Pitney Bowes Inc.,8.75,USD,0.8064516129032291,1869896,0.9813197753230007,1601509341.733871,USD,177.1255060728745,0.0494,USD,,2.41935483870968,Technology services,Neutral
CUBI,"Customers Bancorp, Inc",50.13,USD,0.2600000000000051,215513,0.6551265959577935,1583314124.2758,USD,12.609417446423182,3.9756,USD,-44.46943136898859,0,Finance,Buy
AMR,"Alpha Metallurgical Resources, Inc.",121.21,USD,-0.11536876802637047,298804,1.088979911359388,1582115787.286609,USD,8.527268122467357,14.2144,USD,-70.81651507996799,0,Energy minerals,Buy
DBRG,"DigitalBridge Group, Inc.",8.74,USD,4.047619047619046,4909168,2.500220652582623,1580796362,USD,193.3628318584071,0.0452,USD,-92.58530183727034,0.476190476190476,Finance,Strong buy
ACLS,"Axcelis Technologies, Inc.",49.11,USD,0.2654144548795479,746217,1.4204577036088932,1580399891.12597,USD,7.995376324829461,6.1423,USD,-17.304378264850023,0,Producer manufacturing,Buy
FCF,First,15.51,USD,1.240208877284592,713916,0.7148511682983679,1579165566.7323759,USD,11.502521506971224,1.3484,USD,-15.987538940809964,3.39425587467363,Finance,Buy
NWBI,"Northwest Bancshares, Inc.",12.38,USD,0.24291497975709422,1165667,1.1885426425322905,1578634040.9797573,USD,13.806178208988513,0.8967,USD,-12.354608542664437,6.47773279352227,Finance,Neutral
ASTH,Astrana Health Inc.,31.44,USD,0.866217516843117,207331,0.8316269413259197,1575763295.3763232,USD,34.960524852663184,0.8993,USD,-30.35700456903895,0,Health services,Buy
ICFI,"ICF International, Inc.",85.28,USD,0.3766478342749617,290036,1.5486030131006232,1570099924.9416199,USD,14.633309310546004,5.8278,USD,33.81552662395811,0.659133709981168,Commercial services,Buy
GRDN,"Guardian Pharmacy Services, Inc.",24.78,USD,-1.038338658146957,79739,0.8786463343547972,1568255825.3937702,USD,,,,,0,Retail trade,Buy
CENX,Century Aluminum Company,16.8,USD,2.3765996343692906,1541707,1.3465673126876339,1567388510.7129798,USD,5.222906174221228,3.2166,USD,,0,Non-energy minerals,Strong buy
