Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
CVX,Chevron Corporation,136.26,USD,0.14699397324708852,10199849,1.1647991215366085,238007959137.3876,USD,14.049160720913926,9.6988,USD,-14.539735128514659,4.8508011171542,Energy minerals,Buy
WFC,Wells Fargo & Company,71.81,USD,1.1266018870581567,19672472,1.0151198557292942,233682860770.06592,USD,12.901313307342665,5.5661,USD,16.115236982643523,2.18279115617519,Finance,Buy
CSCO,"Cisco Systems, Inc.",58.12,USD,0.6755586350251179,16420751,0.8291728885873572,231218357131.0778,USD,25.467770912755796,2.2821,USD,-30.538138430632504,2.78884462151394,Electronic technology,Buy
ABT,Abbott Laboratories,130.88,USD,0.09942638623326612,6769116,0.9306810930350691,226988241914.35382,USD,16.946124066137532,7.7233,USD,140.57126837777224,1.74378585086042,Health technology,Buy
MCD,McDonald's Corporation,313.64,USD,-1.8801814484592494,5186858,1.6219931404729546,224275222822.29227,USD,27.530634458059758,11.3924,USD,-1.4975444421387527,2.15235413733771,Consumer services,Buy
IBM,International Business Machines Corporation,239.66,USD,-0.8932263667190459,4243294,0.6962324032397126,222739182819.1129,USD,41.22473552937129,5.8135,USD,-34.17462096765062,2.76238524522372,Technology services,Buy
GE,GE Aerospace,203.61,USD,1.0270913962488943,4687571,0.7756610049869399,217126967716.589,USD,31.75056137724551,6.4128,USD,110.51802245420525,0.734345539347028,Electronic technology,Strong buy
LIN,Linde plc,448.05,USD,-1.1429075745206643,2540397,1.4267662655983242,211888056967.35254,USD,32.90203191434677,13.6177,USD,8.104439222659718,1.25102045319154,Process industries,Buy
MRK,"Merck & Company, Inc.",83.26,USD,-2.2769953051643164,10036427,0.5783012742513122,209514980839.8747,USD,12.121476822734685,6.8688,USD,664.6443281754425,3.70892018779343,Health technology,Buy
T,AT&T Inc.,27.64,USD,-0.21660649819494124,37367599,1.0324540156616124,198886446161.06284,USD,16.973716531564726,1.6284,USD,-12.742471332118743,4.0072202166065,Communications,Buy
NOW,"ServiceNow, Inc.",957.95,USD,0.30785017957927713,1807708,0.7481983944992575,198295652027.22165,USD,130.03963836776805,7.3666,USD,-21.238947514727734,0,Technology services,Strong buy
MS,Morgan Stanley,116.76,USD,1.1609773002945794,7743772,1.2415602401713801,188317015796.41,USD,13.696991025866621,8.5245,USD,55.30434148918726,3.20568359036562,Finance,Neutral
ACN,Accenture plc,300.53,USD,0.461307036603709,2848558,1.0266334320757868,188139535206.0349,USD,24.798864564681026,12.1187,USD,9.849439363312522,1.91542704328932,Technology services,Buy
AXP,American Express Company,268.54,USD,0.7995195375548948,2473915,0.8217928755019079,188136136980.62167,USD,18.759212300298287,14.3151,USD,17.88670108950761,1.09605495289216,Finance,Buy
ISRG,"Intuitive Surgical, Inc.",517.18,USD,0.267545560294687,1673353,0.7670701041271676,185366742739.19833,USD,75.86176548244198,6.8174,USD,23.011132964038914,0,Health technology,Buy
PEP,"PepsiCo, Inc.",133.55,USD,-1.497270983920933,6807019,0.7834769759410856,183107665393.83426,USD,19.63739560051759,6.8008,USD,2.3631054516993295,3.99763976987756,Consumer non-durables,Neutral
VZ,Verizon Communications Inc.,43.3,USD,-1.724920562868827,18921888,0.8408295413312583,182563842116.18472,USD,10.286990401976622,4.2092,USD,56.96599045346063,6.12233318202451,Communications,Buy
INTU,Intuit Inc.,623.19,USD,-0.6821043237126831,1449887,0.9665135612087747,174220241948.70926,USD,58.23661340061677,10.701,USD,9.376916472464131,0.640668079748833,Technology services,Buy
GS,"Goldman Sachs Group, Inc. (The)",553.83,USD,1.1469272212583486,2583032,1.1128517185030997,172125029413.9573,USD,12.85385049214723,43.0867,USD,68.22396701636298,2.14592274678112,Finance,Buy
RTX,RTX Corporation,127.41,USD,1.0148259732022527,4820896,0.6816249599619757,170213861715.01712,USD,37.35925404644616,3.4104,USD,33.78314765416602,1.99793863474193,Electronic technology,Buy
UBER,"Uber Technologies, Inc.",80.89,USD,-0.14812986051105362,18698482,1.0197473471736827,169161868662.58536,USD,17.647700497425607,4.5836,USD,422.5262197902416,0,Transportation,Strong buy
BKNG,Booking Holdings Inc. Common Stock,5101.43,USD,0.04216281514254063,311815,1.1693942469170806,166002242392.76154,USD,31.73968065143921,160.7272,USD,20.54280832962093,0.703040429237069,Consumer services,Buy
DIS,Walt Disney Company (The),90.81,USD,-0.15393073117097367,7790638,0.762474452713695,164165297086.92172,USD,29.485680888369373,3.0798,USD,89.16528468767274,1.04452996151732,Consumer services,Buy
PGR,Progressive Corporation (The),277.66,USD,-1.4481436785688875,2474473,0.9241469324877624,162774322384.22366,USD,18.69235637058879,14.8542,USD,52.04356326192207,1.73919216298715,Finance,Buy
BX,Blackstone Inc.,133.39,USD,1.2755295725457279,4007194,0.7915604266681437,161801300128.74304,USD,40.31736436451564,3.3085,USD,16.677246438143605,3.07493736238706,Finance,Buy
ADBE,Adobe Inc.,374.63,USD,-0.09333831137661282,2848778,0.8310596532913008,159667315251.35687,USD,24.672844262672964,15.1839,USD,45.04231702424392,0,Technology services,Buy
TMO,Thermo Fisher Scientific Inc,419.89,USD,-2.1235431235431266,2771921,0.9684907643283505,158505233051.8216,USD,24.634781690388746,17.0446,USD,9.349979470334633,0.372960372960373,Health technology,Strong buy
SPGI,S&P Global Inc.,498.93,USD,-0.22397760223977692,1583148,1.138240187784165,156584490073.08853,USD,39.17354982569643,12.7364,USD,42.78315265523929,0.737926207379262,Commercial services,Strong buy
AMD,"Advanced Micro Devices, Inc.",96.65,USD,-0.7190549563430803,29591182,0.8448607320132031,156286763950.23987,USD,96.34170653907496,1.0032,USD,91.59663865546221,0,Electronic technology,Buy
BSX,Boston Scientific Corporation,103.19,USD,0.31107222708271914,8206056,1.0205343897471093,152625257025.5748,USD,75.6857855361596,1.3634,USD,13.910936586180956,0,Health technology,Strong buy
AMGN,Amgen Inc.,283.78,USD,-2.45428296438885,2942685,1.1918529769137303,152574504175.59915,USD,37.605183997455704,7.5463,USD,-39.55513192252856,3.13831981300701,Health technology,Buy
SCHW,Charles Schwab Corporation (The),81.51,USD,0.13513513513513442,7997778,0.7756441895072969,151972245201.25946,USD,24.77884176926585,3.2895,USD,37.68206931190355,1.25307125307125,Finance,Buy
CAT,"Caterpillar, Inc.",313.96,USD,1.5164742781388425,2961232,1.0424845166565306,150051537117.5682,USD,15.29795838814988,20.523,USD,-7.346209063575055,1.82364923852944,Producer manufacturing,Buy
QCOM,QUALCOMM Incorporated,135.21,USD,-8.924962952983968,22836531,2.8465304061735917,149542266763.23224,USD,14.451070924714633,9.3564,USD,35.596069679139745,2.29017917284117,Electronic technology,Buy
PDD,PDD Holdings Inc.,105.97,USD,0.3788955195604866,3633165,0.4336966801579243,146968901568,USD,10.03769938998977,10.5572,USD,83.8624845434438,0,Retail trade,Buy
TXN,Texas Instruments Incorporated,158.26,USD,-1.1184004998438115,6124872,0.6559738024827494,143774788724.84024,USD,29.98541086416946,5.2779,USD,-17.7410305165051,3.36144954701656,Electronic technology,Neutral
SYK,Stryker Corporation,373.99,USD,0.018720581942659707,1634482,1.1358849572497396,142747815434.95358,USD,48.17099873773152,7.7638,USD,-5.855675603574772,0.87719298245614,Health technology,Buy
TJX,"TJX Companies, Inc. (The)",127.63,USD,-0.8159776188996046,4585514,0.9425093652011723,142575524088.6981,USD,29.96361075243573,4.2595,USD,10.264043489515922,1.16568231271371,Retail trade,Buy
BLK,"BlackRock, Inc.",916.14,USD,0.20563078336578167,451801,0.685003638789496,142022111130.43805,USD,22.25358407703033,41.1682,USD,4.6157990231704815,2.24334434405968,Finance,Strong buy
DHR,Danaher Corporation,196.71,USD,-1.3144032508904855,3687497,0.8665392216532805,140779371594.0248,USD,38.13613539869332,5.1581,USD,-12.549378634521807,0.566899112025285,Health technology,Strong buy
BA,Boeing Company (The),182.89,USD,-0.1910063304955374,7322871,0.830772665657008,137900068778.4818,USD,,-17.9353,USD,-406.76141500904157,0,Electronic technology,Buy
NEE,"NextEra Energy, Inc.",66.05,USD,-1.2410287081339688,11487945,0.9485601884757163,135972578803.25133,USD,24.69989903144983,2.6741,USD,-27.136239782016343,3.1571471291866,Utilities,Buy
PFE,"Pfizer, Inc.",23.93,USD,-1.9664072101597725,46891740,0.9573698631264657,135717919171.51003,USD,17.343093201913323,1.3798,USD,,6.92339205243753,Health technology,Buy
HON,Honeywell International Inc.,210.74,USD,0.114014251781477,3591602,0.7618288251168359,135438999058.36665,USD,24.205738439273162,8.7062,USD,0.908690512065651,2.09976247030879,Distribution services,Buy
DE,Deere & Company,480.02,USD,3.550780912934675,1855489,1.953234108522562,130284118998.94565,USD,21.275784733487573,22.5618,USD,-34.27446959125827,1.33316075588921,Producer manufacturing,Buy
GILD,"Gilead Sciences, Inc.",103.25,USD,-3.0880420499343026,7270898,0.8197320283097542,128715015449.08012,USD,21.73135207947466,4.7512,USD,1224.5609144131586,2.90970527501408,Health technology,Buy
VRTX,Vertex Pharmaceuticals Incorporated,498.86,USD,-2.0883218842001936,1452279,1.0929921504824271,128247348373.08128,USD,,-2.2017,USD,-115.84983082571449,0,Health technology,Buy
UNP,Union Pacific Corporation,214.08,USD,-0.7326347027728759,4458679,1.2319817298793767,127907588675.75407,USD,19.286833997008955,11.0998,USD,5.935349640672273,2.46684596123528,Transportation,Buy
CCZ,Comcast Holdings ZONES,62.95,USD,4.48132780082988,417,0.2749571409732296,127692676108,USD,,,,,,Consumer services,
C,"Citigroup, Inc.",68.14,USD,-0.3509798186604196,9682214,0.6583823927986825,127265069560.72447,USD,10.72513496922859,6.3533,USD,87.67871913033201,3.2319391634981,Finance,Strong buy
CMCSA,Comcast Corporation,33.82,USD,-1.1111111111111185,20277687,0.7539727967115785,126273868595.68887,USD,8.303257960766983,4.0731,USD,8.157412570700242,3.68421052631579,Consumer services,Buy
SHOP,Shopify Inc.,97.01,USD,2.115789473684216,8287855,0.8926435599627108,125610545618.79254,USD,64.67884569575584,1.4998721599999998,USD,1429.1554875872966,0,Technology services,Buy
LOW,"Lowe's Companies, Inc.",222.32,USD,-0.5546609411343751,2067991,0.927229518058703,124433794441.50331,USD,18.207727965143896,12.2102,USD,-7.269468535929646,2.05761316872428,Retail trade,Buy
PANW,"Palo Alto Networks, Inc.",186.27,USD,-0.35307334296260445,4627143,1.0045407442225018,123329357620.23479,USD,105.2313428619852,1.7701,USD,-44.65497295438202,0,Technology services,Buy
ADP,"Automatic Data Processing, Inc.",298.69,USD,-0.6353958749168412,1667514,0.8989983436465234,121528274767.89046,USD,30.572159672466736,9.77,USD,9.073046565371257,1.9560878243513,Technology services,Neutral
AMAT,"Applied Materials, Inc.",148.96,USD,-1.1611704598235022,6731978,0.9637990620709813,121021195440.02972,USD,19.486924556193667,7.6441,USD,-10.092681894098002,1.0616415632672,Producer manufacturing,Buy
SPOT,Spotify Technology S.A.,602.26,USD,-1.9088569660249564,2329208,0.7148095527959708,120924119986.07904,USD,99.26980830407621,6.0669,USD,,0,Technology services,Buy
ARM,Arm Holdings plc,115.4,USD,1.1836913634370965,6993600,1.789724606945015,120208703217,USD,152.26283150811454,0.7579,USD,869.1815856777494,0,Electronic technology,Buy
ETN,"Eaton Corporation, PLC",301.66,USD,2.476475184291884,4722713,1.7727713327970278,118181148807.07764,USD,31.75167884133634,9.5006,USD,18.420002991474302,1.31127492611339,Producer manufacturing,Buy
MELI,"MercadoLibre, Inc.",2294.52,USD,-1.5586588583563905,303934,0.8841793528379884,116326148629.6264,USD,60.87196438709403,37.6942,USD,93.8044998354722,0,Retail trade,Strong buy
COP,ConocoPhillips,90.65,USD,1.716786355475764,8027689,1.2836751309409742,114596597519.67574,USD,11.615838031778575,7.804,USD,-13.944820589727188,3.50089766606822,Energy minerals,Strong buy
CB,Chubb Limited,283.29,USD,-0.9752516778523364,1370948,0.7273217284599691,113521580493.13528,USD,13.637610902771426,20.7727,USD,-7.804732992472651,1.61143736017897,Finance,Buy
LMT,Lockheed Martin Corporation,477.72,USD,-0.006279434850857711,986353,0.6116638645206643,111927865759.21584,USD,20.63540744260383,23.1505,USD,-15.31224050072614,2.70015698587127,Electronic technology,Buy
MMC,"Marsh & McLennan Companies, Inc.",224,USD,-0.6519714374417878,2313039,0.8765491693728197,110371017198.63396,USD,27.475223236188796,8.1528,USD,3.567073170731698,1.44586862997295,Finance,Neutral
ANET,"Arista Networks, Inc.",87.84,USD,6.770390178679965,16458022,1.60733215155155,110294138390.36151,USD,39.46091644204852,2.226,USD,35.34383170183011,0,Electronic technology,Buy
CHTR,"Charter Communications, Inc.",383,USD,-2.2610115857704316,1442758,0.9200805648749977,107518988131.12846,USD,10.61994997809462,36.0642,USD,16.656746930272877,0,Consumer services,Neutral
MDT,Medtronic plc.,83.56,USD,-1.4157621519584742,6015162,1.0309910299340141,107169333970.77017,USD,25.397404334214766,3.2901,USD,4.354859172798775,3.30344502123643,Health technology,Buy
CRWD,"CrowdStrike Holdings, Inc.",431.88,USD,0.7018443817473805,3080073,0.9716002612028611,107051575014.8239,USD,,-0.0839,USD,-123.11294765840219,0,Technology services,Buy
AMT,American Tower Corporation (REIT),224.03,USD,-0.6122177365689169,2252975,0.6634744543156548,105523043436,USD,57.4907616505851,3.8968,USD,-11.803182219405665,2.91025242890732,Finance,Strong buy
GEV,GE Vernova Inc.,382.29,USD,3.0931449220646208,3246731,0.9159152572500614,104340228944.52213,USD,54.5567416371732,7.0072,USD,,0.134836308721212,Producer manufacturing,Buy
MSTR,MicroStrategy Incorporated,381.6,USD,0.3919917918497301,16944133,1.1180594393713637,102775934846.88959,USD,,-5.6345,USD,-123.75972506272532,0,Technology services,Strong buy
KKR,KKR & Co. Inc.,114.49,USD,0.19252647238995263,5459829,1.1172452616369548,101695802404.10966,USD,35.02722878296518,3.2686,USD,-20.05380946557416,0.612584230331671,Finance,Strong buy
FI,"Fiserv, Inc.",183.02,USD,-0.8397897816546476,2955039,0.5530711975158503,101472485037.16965,USD,32.37343899246471,5.6534,USD,5.827296381572792,0,Commercial services,Buy
BMY,Bristol-Myers Squibb Company,49.61,USD,-1.1752988047808832,17163077,1.0196458732241827,100960360545.53027,USD,18.62586821850948,2.6635,USD,,4.8605577689243,Health technology,Neutral
SO,Southern Company (The),91.46,USD,-0.46795081075199346,5319940,1.4681376725753916,100623706309.62846,USD,22.924029375642277,3.9897,USD,10.057653581970147,3.13418217433888,Utilities,Neutral
MO,"Altria Group, Inc.",59.31,USD,0.2704987320371998,9436834,1.058326133964755,99904845020.63889,USD,9.92652596696179,5.9749,USD,25.128795811518312,6.83009298393914,Consumer non-durables,Neutral
CME,CME Group Inc.,277.11,USD,0.010827197921188667,2048050,0.8941834394371636,99865649489.94511,USD,27.86173196995747,9.9459,USD,13.29452772588508,3.7895192724123,Finance,Neutral
WELL,Welltower Inc.,150.33,USD,-1.4810931253686288,2694988,1.0225719632057617,99786462802,USD,162.0633893919793,0.9276,USD,35.832479133108805,1.71701946392293,Finance,Strong buy
ICE,Intercontinental Exchange Inc.,170.84,USD,1.70863844734179,4008893,1.5845825215210945,98147236614.34616,USD,35.73012088509642,4.7814,USD,13.867257269414877,1.08948026433292,Finance,Buy
PLD,"Prologis, Inc.",103.08,USD,0.8610567514677059,3956054,0.7777100796554154,97200069092,USD,26.017819732956408,3.9619,USD,19.97395754474155,3.80626223091977,Finance,Buy
ADI,"Analog Devices, Inc.",193.74,USD,-0.6053765647444995,3439454,0.8595869708714707,96090480578.7793,USD,61.7832769947063,3.1358,USD,-43.87729534309338,1.92386620151857,Electronic technology,Buy
APH,Amphenol Corporation,78.63,USD,2.1832358674463843,8436596,0.915667211694013,95110775119.8507,USD,38.103314595851906,2.0636,USD,26.144629867351316,0.78622482131254,Electronic technology,Buy
APP,Applovin Corporation,279.49,USD,3.7800304481823948,5912158,0.9103725946737943,94568957395.15675,USD,61.55353917984407,4.5406,USD,353.0180584655293,0,Technology services,Buy
DUK,Duke Energy Corporation (Holding Company),121.33,USD,-0.5654810686772642,2609930,0.8725569338610182,94276036322.18604,USD,21.354148333274665,5.6818,USD,54.03258600590994,3.40927716767743,Utilities,Buy
WM,"Waste Management, Inc.",233.4,USD,0.01714089818306138,1546679,0.8213964928384268,93922017872.40143,USD,35.20255799221743,6.6302,USD,8.403910925084206,1.31770654782311,Industrial services,Buy
SBUX,Starbucks Corporation,82.01,USD,2.4484697064334893,18326734,1.4061905338869713,93196169554.75604,USD,29.80989422412853,2.7511,USD,-24.245511620222494,2.94815740162398,Consumer services,Buy
ELV,"Elevance Health, Inc.",408.31,USD,-2.9173997812544537,1321904,0.7435644241021243,92251353919.33218,USD,15.930940304330862,25.63,USD,-3.1474252632931465,1.56926149602929,Health services,Buy
LRCX,Lam Research Corporation,71.73,USD,0.08371703641691401,14147596,1.0633173748247202,91751134807.5584,USD,19.982727880543795,3.5896,USD,31.989998529195475,1.24180270685084,Producer manufacturing,Buy
CI,The Cigna Group,335.18,USD,-1.4292436183978396,1987791,1.2325963496553878,90870012982.64267,USD,27.394729959461227,12.2352,USD,-29.630992914327773,1.67921421009293,Health services,Buy
KLAC,KLA Corporation,676.31,USD,-3.7541447864634625,1463539,1.2749106192564128,89872637709.15163,USD,28.442319257474246,23.7783,USD,20.765171637963014,0.896554668488238,Electronic technology,Buy
SHW,Sherwin-Williams Company (The),353.64,USD,0.20401224073443566,1447142,0.8507867123565422,88622389186.75381,USD,33.463918696417416,10.5678,USD,12.732819867295342,0.831633231327213,Process industries,Buy
MCK,McKesson Corporation,706.77,USD,-0.8445685264944769,957790,1.1400621029663707,88576921355.49011,USD,32.39330106698933,21.8184,USD,-1.0974365948187967,0.385807881704289,Distribution services,Buy
MDLZ,"Mondelez International, Inc.",67.87,USD,-0.3816233670923102,9414163,1.1313338033562952,87879119669.85411,USD,25.222982012784303,2.6908,USD,-14.452851783556945,2.69338030236313,Consumer non-durables,Buy
CVS,CVS Health Corporation,69.45,USD,4.107330235347038,20880060,2.2165893272422315,87672561425.03674,USD,18.989937657224107,3.6572,USD,-43.44565234199824,3.98740818467996,Retail trade,Buy
TT,Trane Technologies plc,392.62,USD,2.4288434948214244,2106869,1.1872832981681396,87623334585.80809,USD,34.905140378016036,11.2482,USD,28.08973410009681,0.902663640395502,Producer manufacturing,Buy
BAM,Brookfield Asset Management Inc,53.24,USD,-0.16876054753421396,2002728,1.231674281165407,87170757187.84067,USD,42.96990484393669,1.2390066999999998,USD,6.5504799733479,2.98047852093529,Finance,Buy
INTC,Intel Corporation,19.98,USD,-0.5970149253731393,72606883,0.7825472976139408,87152761654.06566,USD,,-4.4723,USD,-565.913115949578,2.48756218905473,Electronic technology,Neutral
MU,"Micron Technology, Inc.",77.77,USD,1.0656270305393023,15348903,0.7202270670831632,86913534689.87822,USD,18.692914142870876,4.1604,USD,,0.59779077322937,Electronic technology,Buy
CTAS,Cintas Corporation,209.55,USD,-1.0062358276643968,1439760,0.8850827266124931,84613553866.80486,USD,48.61948955916474,4.31,USD,18.98189045936395,0.712159863945578,Consumer services,Neutral
HCA,"HCA Healthcare, Inc.",343.04,USD,-0.5911672655615984,1148001,0.680813419508739,84457574292.134,USD,15.242428551116166,22.5056,USD,12.14726005212304,0.782427263243306,Health services,Buy
EQIX,"Equinix, Inc.",861.97,USD,0.14173685739181263,677264,1.2053847772082067,84197074028,USD,100.83407421271816,8.5484,USD,-17.093561182825933,2.02962532674993,Finance,Strong buy
NKE,"Nike, Inc.",56.76,USD,0.6382978723404246,10526985,0.6229609826855125,83777749961.32977,USD,18.885376809183164,3.0055,USD,-11.597741043590796,2.73049645390071,Consumer non-durables,Buy
DASH,"DoorDash, Inc.",196.2,USD,1.7160039400694709,4151590,1.2642256176163242,83140237579.73354,USD,740.3773584905659,0.265,USD,,0,Transportation,Buy
CDNS,"Cadence Design Systems, Inc.",299.73,USD,0.6683683750923655,2304240,0.9896883837117009,82220012221.37416,USD,75.90791672998026,3.9486,USD,2.8870707175986188,0,Technology services,Buy
MCO,Moody's Corporation,451.86,USD,-0.2780720338983031,624699,0.7063934761568922,81289610366.13295,USD,39.037243738715,11.5751,USD,26.36710007751177,0.770215395480226,Commercial services,Buy
AJG,Arthur J. Gallagher & Co.,317.64,USD,-0.9510742461567282,1995881,1.2998100835588058,81231603204.20805,USD,48.67300030646644,6.526,USD,47.028342270085155,0.763977673142287,Finance,Buy
BN,Brookfield Corporation,54.08,USD,0.7639277063536363,1613651,0.6889184799871557,81045157414.4985,USD,185.91530663958977,0.29088514,USD,-53.538967049314934,0.624018363489063,Finance,Buy
ORLY,"O'Reilly Automotive, Inc.",1407.68,USD,-0.531373657433577,351403,0.6889526773542952,80576322345.23753,USD,34.49418268429668,40.8092,USD,3.546164073521494,0,Retail trade,Buy
TDG,Transdigm Group Inc.,1434.19,USD,1.4946181010141124,227984,0.9046538979827977,80435950911.46838,USD,50.60084958649694,28.3432,USD,20.32518944620153,0,Electronic technology,Buy
UPS,"United Parcel Service, Inc.",94.6,USD,-0.7345225603357848,7501503,1.1920407085195386,80219370470.9108,USD,13.79853554654453,6.8558,USD,-0.6376996434679207,6.85204616998951,Transportation,Buy
FTNT,"Fortinet, Inc.",104.21,USD,0.4336931380107832,4088319,1.0276393043273753,80134788448.14899,USD,46.11061946902655,2.26,USD,55.06003430531731,0,Technology services,Buy
SE,Sea Limited,137.31,USD,2.431928384930989,3223758,0.799974688727178,78970466202,USD,184.01232913428035,0.7462,USD,228.14423922603342,0,Retail trade,Buy
